claim_id,policy_id,claim_date,incident_date,policy_start_date,policy_expiry_date,report_delay_days,vehicle_make,vehicle_model,vehicle_type,damage_type,damage_location,damage_severity,agent_channel,coverage_type,is_weekend_claim,has_prior_claims,car_driveable,vehicle_age_years,mileage,driver_age,prior_claims_count,customer_tenure_years,manufacture_year,typical_market_value_gbp,part_cost_index,vehicle_value,repair_estimate_gbp,repair_to_value_ratio,is_high_value_vehicle,pre_ml_decision,pre_ml_label,repair_decision,model_v1_score,model_v1_decision,model_v1_observed_outcome,model_v2a_score,model_v2a_decision,model_v2b_score,model_v2b_decision
CLM005383,POL004424,2024-04-28,2024-04-18,2022-11-24,2023-11-24,10,Mercedes,GLC,Van,vandalism,side,moderate,app,comprehensive,True,False,False,4,156049,55,2,3,2020,49299.71,1.955,33523.8,2932.5,0.0875,True,,,sent_to_garage,0.0996,0,1,0.816,0,0.4059,0
CLM005386,POL004400,2024-05-27,2024-04-27,2020-03-21,2021-03-21,30,BMW,1 Series,SUV,vandalism,roof,severe,phone,third_party,False,True,False,5,77045,53,1,3,2019,28922.4,1.73,17353.44,10380.0,0.5982,False,,,sent_to_garage,0.3793,0,0,0.0928,0,0.1535,0
CLM005389,POL002573,2022-03-27,2022-03-03,2014-01-08,2015-01-08,24,Nissan,Leaf,Sedan,vandalism,front,minor,online,comprehensive,True,False,True,9,168569,47,2,10,2013,31005.38,0.983,8681.51,491.5,0.0566,False,,,sent_to_garage,0.0974,0,0,0.026,0,0.2114,0
CLM005392,POL002190,2023-04-05,2023-03-08,2017-08-16,2018-08-16,28,Hyundai,i30,SUV,fire,side,minor,broker,comprehensive,False,True,True,4,197650,48,1,5,2019,20776.12,0.835,14127.76,334.0,0.0236,False,,,sent_to_garage,0.8292,0,0,0.0146,0,0.2138,0
CLM005394,POL002619,2022-03-23,2022-03-13,2017-05-11,2018-05-11,10,BMW,X5,Hatchback,flood,front,minor,phone,comprehensive,False,False,True,5,61773,43,0,15,2017,68230.73,2.046,40938.44,1023.0,0.025,True,,,sent_to_garage,0.0513,0,0,0.0732,0,0.0535,0
CLM005396,POL002325,2022-10-06,2022-09-12,2012-07-18,2013-07-18,24,Volkswagen,Passat,Motorbike,vandalism,multiple,minor,online,comprehensive,False,False,False,18,10188,41,1,16,2004,31492.74,1.063,3149.27,850.4,0.27,False,,,sent_to_garage,0.6846,0,0,0.2377,0,0.2376,0
CLM005397,POL001763,2024-01-31,2024-01-06,2015-06-17,2016-06-16,25,Nissan,Micra,Sedan,theft_damage,multiple,minor,phone,comprehensive,False,False,True,11,90522,65,1,9,2013,13515.78,0.779,1621.89,623.2,0.3842,False,,,sent_to_garage,0.051,0,0,0.0372,0,0.1596,0
CLM005398,POL001840,2022-12-14,2022-11-22,2014-01-23,2015-01-23,22,Nissan,Leaf,Estate,vandalism,roof,minor,online,comprehensive,False,True,True,16,67636,35,2,20,2006,31239.86,0.978,3123.99,586.8,0.1878,False,,,sent_to_garage,0.0666,0,0,0.0613,0,0.3151,0
CLM005399,POL003884,2024-04-15,2024-03-28,2017-01-31,2018-01-31,18,Nissan,Micra,Sedan,theft_damage,roof,minor,online,third_party_fire_theft,False,True,False,19,30919,38,0,17,2005,12489.51,0.78,1248.95,468.0,0.3747,False,,,sent_to_garage,0.0158,0,0,0.0362,0,0.052,0
CLM005404,POL000828,2022-06-20,2022-05-22,2016-02-14,2017-02-13,29,Toyota,RAV4,Hatchback,fire,front,moderate,online,comprehensive,False,False,True,10,128469,25,1,0,2012,33140.95,0.893,6628.19,1786.0,0.2695,False,,,sent_to_garage,0.7854,0,0,0.0417,0,0.3184,0
CLM005406,POL004119,2022-04-12,2022-04-06,2013-12-11,2014-12-11,6,Honda,HR-V,SUV,vandalism,side,moderate,app,third_party,False,True,True,1,57129,46,2,6,2021,24038.32,0.906,22115.25,1359.0,0.0615,True,,,sent_to_garage,0.1309,0,0,0.0344,0,0.101,0
CLM005408,POL000923,2022-01-11,2022-01-11,2018-05-04,2019-05-04,0,Volkswagen,Passat,Van,flood,multiple,minor,direct,comprehensive,False,True,True,19,192002,46,0,5,2003,,,,,,False,,,sent_to_garage,0.8968,0,1,0.9242,0,0.7783,0
CLM005412,POL004375,2023-06-16,2023-06-04,2022-07-21,2023-07-21,12,Audi,Q3,Sedan,flood,front,moderate,phone,third_party_fire_theft,False,False,True,7,118521,52,0,8,2016,36238.95,1.731,15945.14,3462.0,0.2171,False,,,sent_to_garage,0.3091,0,0,0.1487,0,0.2907,0
CLM005417,POL000177,2024-04-01,2024-03-23,2018-03-02,2019-03-02,9,Honda,HR-V,Estate,collision,side,moderate,app,third_party,False,True,True,6,29088,35,1,5,2018,25276.21,0.884,13143.63,1326.0,0.1009,False,,,sent_to_garage,0.103,0,0,0.0442,0,0.0612,0
CLM005425,POL005308,2023-11-10,2023-11-04,2014-10-03,2015-10-03,6,Vauxhall,Mokka,Motorbike,theft_damage,multiple,moderate,broker,comprehensive,False,True,False,11,55802,34,0,19,2012,22513.69,0.818,2701.64,2863.0,1.0597,False,,,scrapped_by_model,0.9992,1,1,0.988,0,0.9965,1
CLM005431,POL002018,2023-04-11,2023-03-31,2018-09-04,2019-09-04,11,Vauxhall,Astra,Estate,flood,front,moderate,direct,third_party,False,False,True,3,28406,26,0,17,2020,18199.39,0.752,13831.54,1504.0,0.1087,False,,,sent_to_garage,0.051,0,0,0.01,0,0.0677,0
CLM005435,POL004132,2023-11-20,2023-11-19,2013-08-28,2014-08-28,1,Mercedes,E-Class,Hatchback,fire,front,minor,broker,third_party,False,True,False,10,182838,23,1,5,2013,50384.69,1.974,10076.94,987.0,0.0979,False,,,sent_to_garage,0.5843,0,0,0.0829,0,0.1383,0
CLM005436,POL000519,2022-08-06,2022-07-20,2016-11-27,2017-11-27,17,Mercedes,GLC,Van,collision,roof,minor,online,third_party,True,True,False,8,103721,41,0,6,2014,48604.75,1.915,17497.71,1149.0,0.0657,False,,,sent_to_garage,0.2524,0,0,0.0197,0,0.0707,0
CLM005441,POL000730,2023-05-19,2023-04-28,2015-08-28,2016-08-27,21,BMW,X3,Estate,theft_damage,rear,severe,app,comprehensive,False,True,True,1,109093,53,1,12,2022,47348.12,1.829,43560.27,8230.5,0.1889,True,,,sent_to_garage,0.5557,0,0,0.075,0,0.1599,0
CLM005445,POL005902,2022-03-28,2022-02-27,2014-08-14,2015-08-14,29,Audi,A3,Van,theft_damage,roof,minor,app,third_party,False,False,True,1,4771,30,1,1,2021,29971.82,1.753,27574.07,1051.8,0.0381,True,,,sent_to_garage,0.0179,0,0,0.0373,0,0.0207,0
CLM005447,POL004668,2023-04-01,2023-03-13,2013-01-11,2014-01-11,19,Volkswagen,Passat,Van,theft_damage,multiple,minor,direct,comprehensive,True,True,False,2,83120,24,1,12,2021,30875.92,1.068,25935.77,854.4,0.0329,True,,,sent_to_garage,0.2043,0,0,0.1341,0,0.1642,0
CLM005448,POL001988,2024-10-03,2024-09-24,2018-04-30,2019-04-30,9,BMW,5 Series,SUV,vandalism,side,moderate,phone,third_party,False,False,False,4,117951,59,1,4,2020,46369.76,1.904,31531.44,2856.0,0.0906,True,,,sent_to_garage,0.0902,0,0,0.1231,0,0.154,0
CLM005451,POL000034,2024-05-29,2024-05-13,2018-12-11,2019-12-11,16,Hyundai,i20,Estate,collision,side,moderate,online,third_party_fire_theft,False,True,False,15,2851,43,0,20,2009,16459.03,0.799,1645.9,1198.5,0.7282,False,,,sent_to_garage,0.1674,0,0,0.0606,0,0.2156,0
CLM005454,POL000986,2023-11-02,2023-10-27,2014-10-22,2015-10-22,6,Hyundai,i10,Sedan,theft_damage,front,moderate,phone,comprehensive,False,True,True,0,30057,41,2,19,2023,12274.05,0.747,12274.05,1494.0,0.1217,False,,,sent_to_garage,0.1583,0,0,0.097,0,0.1673,0
CLM005459,POL001084,2024-05-18,2024-05-18,2013-01-31,2014-01-31,0,BMW,5 Series,Motorbike,theft_damage,side,severe,direct,comprehensive,True,True,True,8,7200,46,1,14,2016,44085.94,1.951,15870.94,7804.0,0.4917,False,,,sent_to_garage,0.1195,0,0,0.1155,0,0.0691,0
CLM005462,POL000626,2024-05-31,2024-05-19,2013-05-11,2014-05-11,12,Nissan,Leaf,Motorbike,theft_damage,front,moderate,app,comprehensive,False,True,True,8,26264,32,0,3,2016,29123.99,1.001,10484.64,2002.0,0.1909,False,,,sent_to_garage,0.1856,0,0,0.0514,0,0.1063,0
CLM005468,POL000799,2023-09-28,2023-09-23,2016-08-17,2017-08-17,5,Volkswagen,Polo,Hatchback,theft_damage,multiple,moderate,app,third_party,False,False,True,11,118048,27,1,11,2012,16741.14,0.915,2008.94,3202.5,1.5941,False,,,sent_to_garage,0.9986,0,0,0.1554,0,0.6145,0
CLM005470,POL000546,2023-01-09,2022-12-12,2022-08-23,2023-08-23,28,Hyundai,i20,Estate,fire,rear,minor,broker,comprehensive,False,False,True,17,140563,43,1,17,2006,15388.55,0.768,1538.86,345.6,0.2246,False,,,sent_to_garage,0.1461,0,0,0.1933,0,0.2613,0
CLM005471,POL003572,2024-03-30,2024-03-16,2023-11-27,2024-11-26,14,Hyundai,i20,Van,collision,roof,severe,online,third_party_fire_theft,True,True,True,2,135740,60,0,19,2022,15738.97,0.785,13220.73,4710.0,0.3563,False,,,sent_to_garage,0.3884,0,0,0.1038,0,0.3836,0
CLM005472,POL000356,2024-12-12,2024-11-12,2019-07-02,2020-07-01,30,Mercedes,E-Class,Motorbike,theft_damage,rear,moderate,direct,third_party_fire_theft,False,True,True,3,159124,36,0,18,2021,53065.16,1.998,40329.52,3596.4,0.0892,True,,,sent_to_garage,0.1045,0,0,0.0781,0,0.1395,0
CLM005476,POL000725,2024-07-02,2024-06-11,2012-01-03,2013-01-02,21,Vauxhall,Astra,Van,flood,front,minor,broker,comprehensive,False,False,True,17,80648,35,2,4,2007,17326.85,0.734,1732.68,367.0,0.2118,False,,,sent_to_garage,0.5202,0,0,0.0895,0,0.2006,0
CLM005479,POL003237,2022-08-09,2022-08-03,2018-02-02,2019-02-02,6,Toyota,RAV4,SUV,theft_damage,side,severe,app,third_party,False,False,True,6,99972,52,2,17,2016,32870.74,0.89,17092.78,3560.0,0.2083,False,,,sent_to_garage,0.1963,0,0,0.1368,0,0.148,0
CLM005480,POL006904,2022-06-08,2022-05-23,2014-11-12,2015-11-12,16,Mercedes,GLC,Van,collision,roof,moderate,direct,comprehensive,False,False,False,4,80742,48,0,9,2018,46684.46,1.943,31745.43,4857.5,0.153,True,,,sent_to_garage,0.1058,0,0,0.0406,0,0.2079,0
CLM005481,POL000147,2023-04-14,2023-04-05,2020-03-05,2021-03-05,9,Volkswagen,Polo,Sedan,theft_damage,multiple,moderate,app,comprehensive,False,False,False,15,27661,66,1,5,2008,16324.85,0.907,1632.48,3174.5,1.9446,False,,,scrapped_by_model,0.9991,1,1,0.9981,1,0.9924,0
CLM005482,POL000002,2023-12-11,2023-12-06,2018-04-17,2019-04-17,5,Vauxhall,Corsa,Van,fire,rear,minor,phone,third_party,False,True,True,17,193118,76,2,1,2006,13275.03,0.685,1327.5,308.25,0.2322,False,,,sent_to_garage,0.1374,0,0,0.0592,0,0.0891,0
CLM005483,POL001979,2023-11-22,2023-11-20,2023-04-22,2024-04-21,2,Honda,HR-V,SUV,fire,multiple,moderate,direct,comprehensive,False,False,True,14,126984,58,0,4,2009,26088.85,0.876,2608.89,3066.0,1.1752,False,,,scrapped_by_model,0.9993,1,1,0.9999,1,0.9992,1
CLM005489,POL002328,2023-09-18,2023-08-24,2021-03-02,2022-03-02,25,Honda,Jazz,Sedan,flood,side,minor,broker,comprehensive,False,False,False,0,50428,35,1,15,2023,15611.92,0.863,15611.92,345.2,0.0221,False,,,sent_to_garage,0.1288,0,0,0.0189,0,0.0596,0
CLM005490,POL004212,2023-08-05,2023-07-22,2022-09-20,2023-09-20,14,Nissan,Qashqai,Estate,theft_damage,side,minor,phone,third_party_fire_theft,True,True,False,5,103740,34,0,8,2018,27724.65,0.887,16634.79,354.8,0.0213,False,,,sent_to_garage,0.0453,0,0,0.0472,0,0.0374,0
CLM005491,POL001766,2023-04-27,2023-04-26,2019-03-31,2020-03-30,1,Hyundai,i20,Hatchback,fire,roof,minor,phone,comprehensive,False,True,False,13,117662,46,0,14,2010,15594.76,0.791,1559.48,474.6,0.3043,False,,,sent_to_garage,0.1633,0,1,0.8296,0,0.8375,0
CLM005493,POL001340,2022-04-05,2022-03-20,2015-12-13,2016-12-12,16,Toyota,RAV4,Sedan,vandalism,rear,minor,online,third_party,False,True,True,8,99192,63,2,20,2014,30782.95,0.893,11081.86,401.85,0.0363,False,,,sent_to_garage,0.0287,0,0,0.1797,0,0.0874,0
CLM005494,POL001827,2023-08-28,2023-07-31,2017-03-16,2018-03-16,28,Volkswagen,Golf,Motorbike,collision,side,moderate,app,third_party,False,True,True,11,31628,22,0,15,2012,23761.25,1.001,2851.35,1501.5,0.5266,False,,,sent_to_garage,0.2143,0,0,0.0568,0,0.0377,0
CLM005495,POL004859,2024-11-03,2024-10-17,2022-01-07,2023-01-07,17,Audi,A3,Sedan,vandalism,rear,minor,phone,third_party,True,True,False,0,19166,63,0,2,2024,31356.75,1.748,31356.75,786.6,0.0251,True,,,sent_to_garage,0.038,0,1,0.7092,0,0.57,0
CLM005497,POL005983,2022-12-28,2022-12-12,2012-07-16,2013-07-16,16,Volkswagen,Polo,Hatchback,flood,front,minor,broker,third_party_fire_theft,False,False,True,10,33776,22,0,7,2012,16741.14,0.915,3348.23,457.5,0.1366,False,,,sent_to_garage,0.1435,0,0,0.0318,0,0.0693,0
CLM005502,POL002862,2024-03-15,2024-03-01,2022-03-17,2023-03-17,14,Mercedes,C-Class,Van,theft_damage,rear,moderate,online,third_party_fire_theft,False,False,True,5,112855,48,1,8,2019,41897.67,1.852,25138.6,3333.6,0.1326,True,,,sent_to_garage,0.2846,0,0,0.0176,0,0.0691,0
CLM005510,POL003340,2024-05-10,2024-04-28,2014-10-14,2015-10-14,12,Mercedes,A-Class,SUV,fire,front,moderate,online,third_party,False,False,True,10,63129,58,1,2,2014,28516.42,1.831,5703.28,3662.0,0.6421,False,,,sent_to_garage,0.2632,0,0,0.0243,0,0.104,0
CLM005512,POL003034,2023-03-07,2023-02-11,2018-04-17,2019-04-17,24,Toyota,Camry,Van,vandalism,rear,moderate,broker,comprehensive,False,True,True,0,119021,41,0,11,2023,31252.01,0.887,31252.01,1596.6,0.0511,True,,,sent_to_garage,0.0257,0,0,0.1126,0,0.1113,0
CLM005515,POL000623,2024-01-31,2024-01-17,2020-08-02,2021-08-02,14,BMW,3 Series,Hatchback,flood,side,minor,app,comprehensive,False,True,True,11,164163,33,1,5,2013,33443.88,1.765,4013.27,706.0,0.1759,False,,,sent_to_garage,0.0994,0,0,0.0509,0,0.0777,0
CLM005522,POL001410,2023-05-10,2023-04-21,2020-07-05,2021-07-05,19,BMW,1 Series,Motorbike,theft_damage,rear,severe,direct,third_party_fire_theft,False,True,False,19,116063,52,1,0,2004,28543.93,1.708,2854.39,7686.0,2.0,False,,,scrapped_by_model,0.9999,1,1,0.9983,1,0.9988,1
CLM005525,POL001591,2023-04-01,2023-03-20,2016-10-26,2017-10-26,12,Volkswagen,Passat,Estate,vandalism,roof,minor,direct,comprehensive,True,False,True,19,181901,41,0,6,2004,31492.74,1.063,3149.27,637.8,0.2025,False,,,sent_to_garage,0.101,0,1,0.7527,0,0.3109,0
CLM005527,POL001730,2023-05-31,2023-05-13,2013-02-15,2014-02-15,18,Audi,Q5,Van,fire,front,severe,direct,third_party_fire_theft,False,False,True,3,38729,33,2,14,2020,44655.73,1.856,33938.35,9280.0,0.2734,True,,,sent_to_garage,0.2298,0,1,0.8527,0,0.7004,0
CLM005528,POL001120,2022-06-22,2022-06-09,2017-03-08,2018-03-08,13,Nissan,Micra,Motorbike,vandalism,multiple,moderate,online,comprehensive,False,False,True,20,59463,49,2,0,2002,,,,,,False,,,sent_to_garage,0.795,0,1,0.8853,0,0.7135,0
CLM005529,POL005776,2023-12-14,2023-11-26,2017-01-15,2018-01-15,18,Honda,Jazz,Estate,fire,multiple,minor,direct,third_party_fire_theft,False,True,False,7,91042,33,2,19,2016,15898.11,0.864,6995.17,691.2,0.0988,False,,,sent_to_garage,0.555,0,0,0.0977,0,0.2038,0
CLM005546,POL001638,2022-04-04,2022-03-15,2014-08-05,2015-08-05,20,Toyota,RAV4,Van,flood,rear,minor,direct,comprehensive,False,False,True,1,75133,67,1,8,2021,30930.9,0.918,28456.43,413.1,0.0145,True,,,sent_to_garage,0.024,0,0,0.0707,0,0.0541,0
CLM005551,POL001626,2022-12-04,2022-12-02,2022-08-09,2023-08-09,2,Mercedes,C-Class,SUV,flood,multiple,minor,broker,comprehensive,True,True,True,15,29376,56,2,1,2007,41179.0,1.938,4117.9,1550.4,0.3765,False,,,sent_to_garage,0.699,0,1,0.6938,0,0.6494,0
CLM005553,POL001978,2023-12-06,2023-11-29,2012-09-17,2013-09-17,7,Audi,A3,Hatchback,theft_damage,side,moderate,app,comprehensive,False,True,False,8,198529,38,2,8,2015,30630.74,1.787,11027.07,2680.5,0.2431,False,,,sent_to_garage,0.2133,0,1,0.9173,0,0.6311,0
CLM005560,POL000843,2022-11-26,2022-11-17,2019-05-07,2020-05-06,9,Nissan,Leaf,Estate,collision,roof,moderate,phone,comprehensive,True,False,False,11,157221,34,2,11,2011,29259.1,1.017,3511.09,2542.5,0.7241,False,,,sent_to_garage,0.0473,0,0,0.0233,0,0.0513,0
CLM005564,POL000987,2022-08-13,2022-07-17,2012-01-24,2013-01-23,27,Mercedes,A-Class,Sedan,theft_damage,multiple,moderate,online,comprehensive,True,False,False,10,142334,50,2,6,2012,30730.38,1.838,6146.08,6433.0,1.0467,False,,,scrapped_by_model,0.999,1,1,0.9978,1,0.9992,1
CLM005569,POL001097,2024-12-08,2024-11-17,2023-07-19,2024-07-18,21,Hyundai,i30,Motorbike,theft_damage,rear,moderate,direct,comprehensive,True,True,True,13,56538,55,0,0,2011,20771.41,0.806,2077.14,1450.8,0.6985,False,,,sent_to_garage,0.1756,0,0,0.0546,0,0.2812,0
CLM005574,POL004872,2022-05-23,2022-05-11,2015-11-06,2016-11-05,12,Audi,A4,Van,collision,side,moderate,direct,third_party,False,False,False,9,126317,44,0,18,2013,36680.93,1.845,10270.66,2767.5,0.2695,False,,,sent_to_garage,0.2726,0,0,0.3714,0,0.2826,0
CLM005575,POL001841,2023-09-21,2023-08-30,2018-06-13,2019-06-13,22,Honda,HR-V,Hatchback,theft_damage,rear,minor,online,third_party_fire_theft,False,True,False,3,162157,47,1,12,2020,23999.58,0.879,18239.68,395.55,0.0217,True,,,sent_to_garage,0.1296,0,0,0.0577,0,0.3756,0
CLM005576,POL000724,2023-01-06,2023-01-01,2016-03-13,2017-03-13,5,BMW,5 Series,Van,flood,side,moderate,broker,comprehensive,False,True,True,17,6428,63,0,20,2006,46257.65,1.916,4625.77,2874.0,0.6213,False,,,sent_to_garage,0.0552,0,0,0.035,0,0.1643,0
CLM005578,POL003822,2023-01-02,2022-12-08,2019-12-14,2020-12-13,25,Vauxhall,Insignia,Motorbike,flood,front,severe,app,comprehensive,False,True,False,8,1055,42,0,8,2015,26148.33,0.858,9413.4,4290.0,0.4557,False,,,sent_to_garage,0.0524,0,0,0.045,0,0.1194,0
CLM005583,POL001832,2022-10-12,2022-09-29,2022-01-02,2023-01-02,13,Volkswagen,Passat,Estate,fire,rear,moderate,app,third_party,False,True,True,1,73945,54,2,2,2021,30875.92,1.068,28405.85,1922.4,0.0677,True,,,sent_to_garage,0.1004,0,0,0.0214,0,0.0394,0
CLM005587,POL003212,2024-09-17,2024-08-30,2013-04-18,2014-04-18,18,Vauxhall,Mokka,Hatchback,theft_damage,rear,minor,direct,comprehensive,False,False,False,18,183973,53,5,9,2006,21106.96,0.819,2110.7,368.55,0.1746,False,,,sent_to_garage,0.2201,0,1,0.7248,0,0.7481,0
CLM005589,POL002765,2023-11-30,2023-11-06,2020-04-01,2021-04-01,24,Volkswagen,Golf,SUV,vandalism,front,severe,direct,third_party_fire_theft,False,True,False,5,14793,50,2,18,2018,25225.8,0.994,15135.48,4970.0,0.3284,False,,,sent_to_garage,0.322,0,0,0.0375,0,0.1176,0
CLM005593,POL003302,2022-07-23,2022-07-17,2017-11-09,2018-11-09,6,Vauxhall,Astra,SUV,flood,front,moderate,broker,third_party,True,True,True,0,18746,34,1,5,2022,18406.39,0.753,18406.39,1506.0,0.0818,True,,,sent_to_garage,0.0208,0,0,0.0189,0,0.0572,0
CLM005594,POL000054,2023-11-14,2023-10-16,2023-08-15,2024-08-14,29,Nissan,Leaf,Motorbike,flood,front,severe,online,comprehensive,False,False,False,12,54849,63,1,9,2011,29259.1,1.017,2925.91,5085.0,1.7379,False,,,scrapped_by_model,0.9996,1,1,0.9962,1,0.9992,1
CLM005602,POL000381,2024-05-22,2024-05-05,2014-10-19,2015-10-19,17,Toyota,Camry,Motorbike,collision,front,moderate,direct,comprehensive,False,True,True,17,101552,58,0,18,2007,29042.78,0.901,2904.28,1802.0,0.6205,False,,,sent_to_garage,0.0978,0,1,0.5829,0,0.5445,0
CLM005614,POL003680,2024-05-09,2024-05-04,2023-07-06,2024-07-05,5,Mercedes,GLC,SUV,collision,multiple,severe,phone,third_party_fire_theft,False,True,True,2,158042,41,2,7,2022,48735.32,1.97,40937.67,15760.0,0.385,True,,,sent_to_garage,0.8412,0,1,0.9634,0,0.9411,0
CLM005616,POL001281,2024-04-14,2024-03-20,2022-11-13,2023-11-13,25,Vauxhall,Mokka,Sedan,theft_damage,multiple,moderate,phone,third_party_fire_theft,True,True,True,14,143128,27,1,3,2010,22789.76,0.82,2278.98,2870.0,1.2593,False,,,scrapped_by_model,0.9992,1,1,0.9989,1,0.998,1
CLM005618,POL004719,2024-07-15,2024-07-09,2015-09-04,2016-09-03,6,Mercedes,A-Class,Van,fire,side,minor,phone,comprehensive,False,True,True,6,189068,50,0,12,2018,30824.72,1.8,16028.85,720.0,0.0449,False,,,sent_to_garage,0.2138,0,0,0.0361,0,0.1216,0
CLM005619,POL003420,2023-06-25,2023-06-04,2016-06-16,2017-06-16,21,Volkswagen,Tiguan,Van,fire,front,severe,phone,comprehensive,True,True,True,20,153566,50,1,16,2003,,,,,,False,,,scrapped_by_model,0.9989,1,1,0.9387,0,0.9851,0
CLM005622,POL001761,2022-06-14,2022-05-19,2021-03-27,2022-03-27,26,Honda,Civic,SUV,flood,multiple,minor,broker,third_party,False,True,True,20,183910,27,0,16,2002,,,,,,False,,,sent_to_garage,0.8226,0,0,0.0896,0,0.3626,0
CLM005627,POL004150,2023-10-20,2023-10-01,2019-08-06,2020-08-05,19,Audi,A6,SUV,theft_damage,roof,minor,online,third_party_fire_theft,False,False,True,18,198462,17,1,16,2005,48767.77,1.911,4876.78,1146.6,0.2351,False,,,sent_to_garage,0.135,0,0,0.0232,0,0.0911,0
CLM005629,POL000334,2023-11-13,2023-10-26,2020-07-19,2021-07-19,18,Mercedes,E-Class,Motorbike,collision,multiple,moderate,broker,comprehensive,False,False,True,6,152466,47,0,15,2017,53779.2,2.053,27965.18,7185.5,0.2569,True,,,sent_to_garage,0.1538,0,0,0.1354,0,0.2102,0
CLM005633,POL002376,2024-01-14,2024-01-14,2014-03-21,2015-03-21,0,Ford,Mondeo,Estate,fire,multiple,moderate,app,comprehensive,True,True,True,0,186865,49,1,11,2024,20991.55,0.85,20991.55,2975.0,0.1417,True,,,sent_to_garage,0.2862,0,0,0.0875,0,0.2134,0
CLM005634,POL000402,2024-07-29,2024-07-10,2014-04-14,2015-04-14,19,Audi,A4,Sedan,vandalism,front,moderate,online,third_party,False,True,True,9,82843,56,0,15,2015,37401.13,1.832,10472.32,3664.0,0.3499,False,,,sent_to_garage,0.1146,0,0,0.0701,0,0.1005,0
CLM005635,POL000640,2022-12-06,2022-11-29,2022-05-19,2023-05-19,7,Nissan,Leaf,Estate,fire,roof,minor,broker,third_party,False,False,True,13,15634,38,1,16,2009,31393.56,0.986,3139.36,591.6,0.1884,False,,,sent_to_garage,0.2835,0,0,0.0683,0,0.1161,0
CLM005636,POL003776,2023-08-11,2023-08-04,2017-06-27,2018-06-27,7,Ford,Fiesta,Sedan,collision,front,severe,online,comprehensive,False,False,False,6,88601,53,0,1,2017,11960.07,0.729,6219.24,3645.0,0.5861,False,,,sent_to_garage,0.2,0,1,0.9238,0,0.705,0
CLM005637,POL001483,2022-12-02,2022-11-05,2019-09-09,2020-09-08,27,Honda,Civic,SUV,collision,side,minor,app,comprehensive,False,False,True,17,99657,27,1,2,2005,21382.22,0.865,2138.22,346.0,0.1618,False,,,sent_to_garage,0.0448,0,0,0.0577,0,0.0609,0
CLM005639,POL000272,2024-04-13,2024-03-20,2012-05-22,2013-05-22,24,Ford,Transit,Hatchback,fire,rear,minor,phone,comprehensive,True,True,True,1,147666,45,1,10,2023,28895.47,0.96,26583.83,432.0,0.0163,True,,,sent_to_garage,0.2725,0,0,0.0676,0,0.081,0
CLM005643,POL004427,2022-05-22,2022-04-25,2013-12-15,2014-12-15,27,Nissan,Juke,Motorbike,theft_damage,roof,moderate,phone,third_party_fire_theft,True,True,False,19,170550,24,1,2,2003,,,,,,False,,,sent_to_garage,0.4048,0,1,0.7579,0,0.7597,0
CLM005651,POL004989,2024-12-10,2024-11-28,2015-10-18,2016-10-17,12,Ford,Transit,Sedan,vandalism,rear,moderate,online,third_party,False,True,True,18,177262,23,1,10,2006,29267.9,0.975,2926.79,1755.0,0.5996,False,,,sent_to_garage,0.2428,0,1,0.9307,0,0.6817,0
CLM005652,POL002513,2023-07-19,2023-06-22,2020-04-13,2021-04-13,27,Ford,Kuga,Van,collision,front,severe,online,third_party_fire_theft,False,True,False,0,113397,39,1,20,2023,28153.59,0.893,28153.59,4465.0,0.1586,True,,,sent_to_garage,0.6417,0,0,0.133,0,0.4027,0
CLM005654,POL002035,2023-11-04,2023-10-28,2018-07-28,2019-07-28,7,Toyota,RAV4,Estate,vandalism,rear,minor,broker,comprehensive,True,False,False,18,25144,43,0,15,2005,31406.24,0.918,3140.62,413.1,0.1315,False,,,sent_to_garage,0.2648,0,0,0.1011,0,0.1774,0
CLM005655,POL001631,2024-08-03,2024-08-01,2012-11-27,2013-11-27,2,Volkswagen,Tiguan,Van,vandalism,multiple,severe,online,third_party,True,True,True,0,26053,40,2,3,2024,35641.4,1.082,35641.4,8656.0,0.2429,True,,,sent_to_garage,0.4165,0,0,0.051,0,0.0907,0
CLM005658,POL004515,2022-09-08,2022-08-24,2017-01-07,2018-01-07,15,Ford,Mondeo,Estate,collision,multiple,minor,phone,comprehensive,False,False,True,14,89692,25,2,7,2008,21881.54,0.844,2188.15,675.2,0.3086,False,,,sent_to_garage,0.3551,0,1,0.8836,0,0.4101,0
CLM005663,POL002984,2022-08-25,2022-08-24,2022-06-04,2023-06-04,1,Toyota,Camry,SUV,flood,front,minor,online,third_party,False,False,True,20,194286,31,3,20,2002,,,,,,False,,,sent_to_garage,0.1843,0,0,0.1116,0,0.1575,0
CLM005669,POL003711,2023-11-20,2023-11-18,2017-11-26,2018-11-26,2,Hyundai,i10,Sedan,theft_damage,side,minor,app,comprehensive,False,True,True,3,74207,48,2,9,2020,11766.96,0.755,8942.89,302.0,0.0338,False,,,sent_to_garage,0.1211,0,0,0.0382,0,0.0299,0
CLM005674,POL003101,2024-05-28,2024-05-28,2023-03-21,2024-03-20,0,Hyundai,i20,SUV,collision,front,minor,direct,third_party_fire_theft,False,False,True,5,4781,60,2,2,2019,16460.47,0.775,9876.28,387.5,0.0392,False,,,sent_to_garage,0.0314,0,0,0.0171,0,0.0347,0
