claim_id,policy_id,claim_date,incident_date,policy_start_date,policy_expiry_date,report_delay_days,vehicle_make,vehicle_model,vehicle_type,damage_type,damage_location,damage_severity,agent_channel,coverage_type,is_weekend_claim,has_prior_claims,car_driveable,vehicle_age_years,mileage,driver_age,prior_claims_count,customer_tenure_years,manufacture_year,typical_market_value_gbp,part_cost_index,vehicle_value,repair_estimate_gbp,repair_to_value_ratio,is_high_value_vehicle,pre_ml_decision,pre_ml_label,repair_decision
CLM004650,POL002619,2019-07-29,2019-07-21,2016-09-24,2017-09-24,8,Hyundai,i10,Motorbike,fire,front,severe,phone,third_party,False,False,True,12,67189,54,0,7,2007,11622.45,0.748,1162.25,3740.0,2.0,False,1.0,1.0,scrapped_by_handler
CLM004652,POL004533,2017-08-16,2017-07-31,2017-08-13,2018-08-13,16,Audi,Q5,SUV,flood,multiple,minor,app,comprehensive,False,True,True,0,77760,76,1,14,2017,43967.84,1.893,43967.84,1514.4,0.0344,True,0.0,1.0,sent_to_garage
CLM004653,POL000713,2017-09-10,2017-09-05,2013-03-10,2014-03-10,5,Nissan,Juke,Estate,vandalism,side,moderate,broker,third_party_fire_theft,True,False,False,18,151955,63,0,14,1999,,,,,,False,0.0,0.0,sent_to_garage
CLM004654,POL000703,2021-04-16,2021-03-21,2020-01-18,2021-01-17,26,BMW,1 Series,Sedan,collision,rear,minor,phone,comprehensive,False,False,True,0,193217,43,0,10,2021,28296.84,1.738,28296.84,782.1,0.0276,True,0.0,0.0,sent_to_garage
CLM004656,POL004914,2017-04-17,2017-04-02,2016-08-19,2017-08-19,15,Honda,Jazz,Estate,collision,side,severe,broker,comprehensive,False,True,False,4,15334,36,0,19,2013,15353.75,0.832,10440.55,3328.0,0.3188,False,0.0,0.0,sent_to_garage
CLM004657,POL004981,2020-07-10,2020-06-15,2012-05-04,2013-05-04,25,Vauxhall,Corsa,Estate,fire,rear,moderate,app,comprehensive,False,False,False,8,102822,39,0,20,2012,13117.25,0.715,4722.21,1287.0,0.2725,False,0.0,1.0,sent_to_garage
CLM004658,POL000607,2018-01-05,2018-01-04,2016-02-03,2017-02-02,1,Honda,HR-V,Hatchback,vandalism,multiple,minor,app,third_party_fire_theft,False,False,False,17,100054,47,1,20,2001,,,,,,False,0.0,0.0,sent_to_garage
CLM004660,POL000880,2021-01-18,2021-01-15,2016-03-04,2017-03-04,3,Audi,A4,SUV,vandalism,rear,minor,online,comprehensive,False,False,True,0,48908,35,2,6,2021,36335.84,1.795,36335.84,807.75,0.0222,True,0.0,0.0,sent_to_garage
CLM004661,POL003875,2021-11-20,2021-11-12,2013-01-27,2014-01-27,8,Volkswagen,Passat,Sedan,fire,multiple,moderate,broker,third_party,True,True,True,12,14205,54,1,3,2009,28553.01,1.047,2855.3,3664.5,1.2834,False,1.0,1.0,scrapped_by_handler
CLM004662,POL005175,2018-06-03,2018-05-23,2016-05-07,2017-05-07,11,Vauxhall,Corsa,Motorbike,flood,side,moderate,app,comprehensive,True,True,False,14,34602,37,1,1,2004,12779.96,0.718,1278.0,1077.0,0.8427,False,0.0,0.0,sent_to_garage
CLM004663,POL002568,2018-08-07,2018-07-25,2016-02-08,2017-02-07,13,Audi,A6,Estate,theft_damage,rear,moderate,app,comprehensive,False,True,False,12,28412,42,1,17,2006,47869.36,1.951,4786.94,3511.8,0.7336,False,0.0,0.0,sent_to_garage
CLM004664,POL000470,2021-10-03,2021-09-24,2015-02-18,2016-02-18,9,Audi,A6,SUV,vandalism,multiple,minor,direct,third_party,True,True,False,8,58615,39,0,1,2013,50148.17,1.885,18053.34,1508.0,0.0835,True,0.0,0.0,sent_to_garage
CLM004665,POL003271,2019-03-06,2019-02-18,2015-05-22,2016-05-21,16,Volkswagen,Polo,SUV,collision,front,minor,direct,comprehensive,False,True,True,8,152697,42,2,11,2011,16645.32,0.912,5992.32,456.0,0.0761,False,0.0,0.0,sent_to_garage
CLM004667,POL004579,2017-05-21,2017-05-11,2015-09-15,2016-09-14,10,Toyota,RAV4,Hatchback,vandalism,rear,moderate,direct,third_party_fire_theft,True,True,False,11,108834,24,0,17,2006,31981.25,0.879,3837.75,1582.2,0.4123,False,0.0,0.0,sent_to_garage
CLM004668,POL001922,2018-09-17,2018-08-22,2015-08-15,2016-08-14,26,Hyundai,i20,Sedan,collision,multiple,severe,app,third_party_fire_theft,False,True,True,4,136078,17,2,11,2014,16668.58,0.803,11334.63,6424.0,0.5668,False,0.0,1.0,sent_to_garage
CLM004669,POL004941,2016-11-30,2016-11-13,2012-04-15,2013-04-15,17,Audi,Q3,Van,collision,multiple,moderate,broker,comprehensive,False,False,True,20,135759,35,0,7,1996,,,,,,False,0.0,1.0,sent_to_garage
CLM004670,POL001546,2016-10-14,2016-10-14,2014-08-08,2015-08-08,0,Nissan,Leaf,SUV,collision,front,minor,online,comprehensive,False,False,True,7,93898,52,0,14,2009,31393.56,0.986,13813.17,493.0,0.0357,False,0.0,0.0,sent_to_garage
CLM004671,POL000890,2018-05-12,2018-05-02,2014-03-20,2015-03-20,10,Volkswagen,Golf,Sedan,theft_damage,front,minor,broker,third_party_fire_theft,True,False,True,12,33066,53,0,14,2006,23871.75,0.977,2387.18,488.5,0.2046,False,0.0,0.0,sent_to_garage
CLM004672,POL001731,2020-05-27,2020-05-02,2015-06-18,2016-06-17,25,Volkswagen,Tiguan,Sedan,collision,multiple,moderate,app,comprehensive,False,True,True,12,87250,43,1,18,2008,33375.45,1.13,3337.54,3955.0,1.185,False,1.0,1.0,scrapped_by_handler
CLM004673,POL000198,2017-04-19,2017-04-14,2013-12-18,2014-12-18,5,Toyota,Yaris,Sedan,flood,side,minor,phone,comprehensive,False,True,True,3,89412,26,1,20,2014,15526.7,0.783,11800.29,313.2,0.0265,False,0.0,0.0,sent_to_garage
CLM004674,POL001589,2016-11-01,2016-10-04,2013-09-15,2014-09-15,28,Audi,Q3,Hatchback,theft_damage,rear,minor,direct,comprehensive,False,False,False,16,65276,17,0,4,2000,,,,,,False,0.0,0.0,sent_to_garage
CLM004676,POL000804,2020-08-20,2020-08-01,2014-11-07,2015-11-07,19,Audi,A6,Sedan,flood,side,moderate,direct,third_party_fire_theft,False,True,False,11,151980,60,2,17,2009,45793.22,1.894,5495.19,2841.0,0.517,False,0.0,0.0,sent_to_garage
CLM004679,POL000438,2016-11-29,2016-11-05,2015-09-23,2016-09-22,24,Nissan,Qashqai,SUV,flood,front,severe,online,third_party,False,False,True,0,173130,52,0,9,2016,29385.51,0.92,29385.51,4600.0,0.1565,True,0.0,1.0,sent_to_garage
CLM004680,POL004939,2021-08-01,2021-07-28,2016-03-14,2017-03-14,4,Ford,Fiesta,Hatchback,vandalism,rear,severe,broker,third_party,True,True,False,6,45550,38,1,1,2015,12564.84,0.768,6533.72,3456.0,0.5289,False,0.0,0.0,sent_to_garage
CLM004682,POL000263,2020-01-13,2019-12-27,2012-12-11,2013-12-11,17,Mercedes,E-Class,Estate,flood,front,minor,app,third_party_fire_theft,False,True,False,16,87853,32,1,16,2004,53070.14,1.976,5307.01,988.0,0.1862,False,0.0,0.0,sent_to_garage
CLM004685,POL006739,2020-12-01,2020-11-04,2019-05-30,2020-05-29,27,Audi,A3,Sedan,flood,side,minor,online,third_party,False,False,True,20,140928,45,2,20,2000,,,,,,False,0.0,1.0,sent_to_garage
CLM004686,POL001965,2016-11-30,2016-11-23,2012-05-05,2013-05-05,7,Vauxhall,Corsa,Motorbike,flood,multiple,moderate,phone,comprehensive,False,False,False,4,112191,54,1,12,2012,13117.25,0.715,8919.73,2502.5,0.2806,False,0.0,0.0,sent_to_garage
CLM004687,POL001613,2021-07-22,2021-07-17,2020-08-19,2021-08-19,5,Audi,A4,SUV,vandalism,multiple,severe,broker,comprehensive,False,True,False,10,73729,38,1,9,2011,39856.69,1.834,7971.34,14672.0,1.8406,False,1.0,1.0,scrapped_by_handler
CLM004689,POL004837,2021-03-19,2021-03-16,2013-04-06,2014-04-06,3,Honda,CR-V,Sedan,flood,rear,minor,online,third_party_fire_theft,False,False,True,0,143782,42,0,18,2021,29537.19,0.913,29537.19,410.85,0.0139,True,0.0,0.0,sent_to_garage
CLM004691,POL002664,2020-10-25,2020-09-29,2013-07-25,2014-07-25,26,Ford,Focus,Motorbike,collision,side,moderate,phone,third_party_fire_theft,True,True,False,19,179039,53,0,12,2001,,,,,,False,0.0,0.0,sent_to_garage
CLM004692,POL001381,2019-10-11,2019-10-03,2018-08-20,2019-08-20,8,Nissan,Juke,Van,vandalism,rear,moderate,app,third_party,False,False,True,14,2107,61,1,9,2005,20789.38,0.838,2078.94,1508.4,0.7256,False,0.0,0.0,sent_to_garage
CLM004694,POL004826,2017-05-17,2017-04-27,2015-11-14,2016-11-13,20,Hyundai,i10,Hatchback,fire,side,minor,online,third_party_fire_theft,False,True,True,3,103239,63,0,6,2014,11879.03,0.729,9028.06,291.6,0.0323,False,0.0,0.0,sent_to_garage
CLM004695,POL002259,2020-01-11,2019-12-28,2014-01-03,2015-01-03,14,Audi,A4,Motorbike,flood,side,severe,broker,third_party,True,True,False,9,34104,60,2,9,2011,39856.69,1.834,11159.87,7336.0,0.6574,False,0.0,0.0,sent_to_garage
CLM004696,POL003776,2017-05-27,2017-05-13,2016-12-22,2017-12-22,14,Vauxhall,Mokka,Van,collision,side,severe,direct,comprehensive,True,True,True,20,197038,36,1,7,1997,,,,,,False,1.0,1.0,scrapped_by_handler
CLM004697,POL002260,2021-11-22,2021-11-09,2020-05-19,2021-05-19,13,Audi,A6,SUV,theft_damage,front,severe,phone,comprehensive,False,True,False,11,102512,45,1,3,2010,49883.94,1.928,5986.07,9640.0,1.6104,False,1.0,1.0,scrapped_by_handler
CLM004700,POL004381,2018-02-07,2018-02-07,2016-04-11,2017-04-11,0,Hyundai,i20,SUV,collision,side,minor,app,third_party,False,False,False,13,24358,27,1,16,2005,16398.96,0.77,1639.9,308.0,0.1878,False,0.0,0.0,sent_to_garage
CLM004704,POL002110,2020-07-12,2020-06-25,2016-09-06,2017-09-06,17,BMW,5 Series,Motorbike,collision,rear,minor,direct,comprehensive,True,True,False,16,173501,27,1,5,2004,46546.09,1.946,4654.61,875.7,0.1881,False,0.0,0.0,sent_to_garage
CLM004705,POL000757,2017-07-27,2017-07-16,2015-04-04,2016-04-03,11,Nissan,Qashqai,Estate,theft_damage,rear,severe,phone,third_party_fire_theft,False,False,True,9,80452,57,0,9,2008,29091.38,0.922,8145.59,4149.0,0.5094,False,0.0,1.0,sent_to_garage
CLM004706,POL001677,2020-02-26,2020-02-10,2014-10-09,2015-10-09,16,BMW,X5,Estate,collision,rear,severe,app,comprehensive,False,True,True,11,13950,56,1,10,2009,62520.11,2.042,7502.41,9189.0,1.2248,False,1.0,1.0,scrapped_by_handler
CLM004708,POL002417,2021-07-29,2021-07-25,2020-06-24,2021-06-24,4,Vauxhall,Insignia,Van,fire,side,minor,direct,comprehensive,False,True,True,15,141322,35,1,16,2006,24735.27,0.831,2473.53,332.4,0.1344,False,0.0,1.0,sent_to_garage
CLM004709,POL000946,2019-06-30,2019-06-02,2016-07-12,2017-07-12,28,Mercedes,GLC,Motorbike,flood,front,minor,app,comprehensive,True,False,True,10,32979,62,1,1,2009,50093.65,2.006,10018.73,1003.0,0.1001,False,0.0,0.0,sent_to_garage
CLM004710,POL001957,2017-12-07,2017-11-18,2017-03-05,2018-03-05,19,Mercedes,A-Class,Van,collision,front,minor,online,comprehensive,False,True,True,7,15082,24,0,20,2010,28615.63,1.819,12590.88,909.5,0.0722,False,0.0,0.0,sent_to_garage
CLM004711,POL004482,2021-11-12,2021-10-23,2019-08-12,2020-08-11,20,Toyota,Yaris,SUV,vandalism,side,moderate,online,comprehensive,False,True,True,0,113832,44,1,3,2021,14387.58,0.785,14387.58,1177.5,0.0818,False,0.0,0.0,sent_to_garage
CLM004712,POL001389,2019-11-09,2019-10-10,2014-06-19,2015-06-19,30,Audi,Q5,Hatchback,collision,rear,minor,direct,third_party_fire_theft,True,True,True,11,50103,19,0,11,2008,42783.78,1.832,5134.05,824.4,0.1606,False,0.0,0.0,sent_to_garage
CLM004713,POL003456,2020-03-31,2020-03-03,2018-01-25,2019-01-25,28,Nissan,Juke,Estate,theft_damage,side,moderate,online,third_party_fire_theft,False,True,True,14,110856,30,1,8,2006,19221.45,0.873,1922.15,1309.5,0.6813,False,0.0,0.0,sent_to_garage
CLM004715,POL003202,2016-01-30,2016-01-06,2015-11-07,2016-11-06,24,Hyundai,i20,SUV,vandalism,rear,severe,app,comprehensive,True,False,True,17,74613,51,2,3,1999,,,,,,False,1.0,1.0,scrapped_by_handler
CLM004716,POL001095,2018-02-22,2018-02-06,2014-01-29,2015-01-29,16,Mercedes,C-Class,Estate,theft_damage,rear,moderate,direct,comprehensive,False,True,True,11,177068,32,0,18,2007,41179.0,1.938,4941.48,3488.4,0.7059,False,0.0,0.0,sent_to_garage
CLM004719,POL002861,2018-09-21,2018-08-24,2016-04-01,2017-04-01,28,BMW,3 Series,Estate,collision,front,severe,direct,comprehensive,False,True,False,12,35636,39,1,12,2006,36107.99,1.757,3610.8,8785.0,2.0,False,1.0,1.0,scrapped_by_handler
CLM004721,POL002523,2017-11-26,2017-11-11,2016-05-14,2017-05-14,15,Nissan,Micra,Van,flood,front,minor,app,comprehensive,True,True,True,18,43443,38,0,7,1999,,,,,,False,0.0,0.0,sent_to_garage
CLM004722,POL003067,2016-06-19,2016-05-21,2014-04-13,2015-04-13,29,Mercedes,GLC,Sedan,flood,front,minor,phone,third_party,True,False,True,17,92390,51,0,3,1999,,,,,,False,0.0,0.0,sent_to_garage
CLM004723,POL001510,2018-10-06,2018-09-30,2012-03-15,2013-03-15,6,Hyundai,i10,Hatchback,theft_damage,side,moderate,direct,comprehensive,True,False,True,9,35357,66,0,13,2009,12489.13,0.764,3496.96,1146.0,0.3277,False,0.0,0.0,sent_to_garage
CLM004724,POL003459,2020-10-12,2020-10-11,2019-09-18,2020-09-17,1,Volkswagen,Tiguan,Motorbike,fire,front,minor,online,comprehensive,False,True,True,17,8357,60,0,19,2003,,,,,,False,0.0,0.0,sent_to_garage
CLM004725,POL000397,2016-01-20,2016-01-08,2013-02-14,2014-02-14,12,Hyundai,i20,SUV,theft_damage,roof,severe,broker,comprehensive,False,True,True,10,199232,71,3,4,2006,15388.55,0.768,3077.71,4608.0,1.4972,False,1.0,1.0,scrapped_by_handler
CLM004726,POL001901,2017-07-18,2017-07-12,2013-05-13,2014-05-13,6,Hyundai,i30,Van,flood,rear,severe,phone,comprehensive,False,False,True,8,167598,34,1,7,2009,20499.41,0.808,7379.79,3636.0,0.4927,False,0.0,1.0,sent_to_garage
CLM004728,POL001465,2021-08-05,2021-08-02,2019-08-26,2020-08-25,3,Nissan,Leaf,SUV,flood,roof,moderate,phone,comprehensive,False,True,True,8,157764,43,1,5,2013,31005.38,0.983,11161.94,2457.5,0.2202,False,0.0,0.0,sent_to_garage
CLM004729,POL003418,2021-06-12,2021-05-27,2016-10-09,2017-10-09,16,BMW,X5,Van,theft_damage,front,severe,app,comprehensive,True,True,False,6,19778,70,0,13,2015,63712.53,2.05,33130.52,10250.0,0.3094,True,0.0,0.0,sent_to_garage
CLM004731,POL001787,2018-01-20,2018-01-17,2012-06-27,2013-06-27,3,BMW,1 Series,Motorbike,collision,roof,minor,phone,third_party_fire_theft,True,True,True,8,126878,51,0,2,2010,28456.02,1.746,10244.17,1047.6,0.1023,False,0.0,0.0,sent_to_garage
CLM004733,POL001939,2019-03-13,2019-02-24,2013-09-30,2014-09-30,17,Ford,Kuga,SUV,flood,roof,moderate,direct,comprehensive,False,True,True,1,185355,38,0,0,2018,26904.01,0.909,24751.69,2272.5,0.0918,True,0.0,1.0,sent_to_garage
CLM004736,POL004213,2017-12-02,2017-12-02,2012-05-29,2013-05-29,0,Nissan,Micra,Hatchback,flood,multiple,severe,online,third_party_fire_theft,True,True,True,1,57875,39,1,16,2016,12906.62,0.786,11874.09,6288.0,0.5296,False,0.0,0.0,sent_to_garage
CLM004737,POL003850,2017-11-19,2017-10-22,2016-01-19,2017-01-18,28,Vauxhall,Astra,SUV,fire,front,minor,phone,comprehensive,True,True,False,16,35477,55,0,17,2001,,,,,,False,0.0,1.0,sent_to_garage
CLM004738,POL000280,2020-11-17,2020-10-30,2017-04-21,2018-04-21,18,Audi,Q5,Estate,vandalism,side,minor,online,comprehensive,False,False,False,13,123306,31,0,5,2007,46622.56,1.813,4662.26,725.2,0.1555,False,0.0,1.0,sent_to_garage
CLM004739,POL000741,2020-07-10,2020-06-19,2015-03-26,2016-03-25,21,Mercedes,GLC,Van,theft_damage,side,severe,online,third_party_fire_theft,False,False,False,18,129011,38,1,0,2002,,,,,,False,1.0,1.0,scrapped_by_handler
CLM004740,POL003605,2018-02-10,2018-02-02,2017-06-04,2018-06-04,8,Hyundai,i10,Estate,flood,roof,severe,online,comprehensive,True,True,False,19,192030,56,1,16,1999,,,,,,False,1.0,1.0,scrapped_by_handler
CLM004741,POL001183,2018-05-05,2018-04-26,2014-04-15,2015-04-15,9,Volkswagen,Tiguan,SUV,fire,rear,minor,online,comprehensive,True,False,False,14,155174,39,1,11,2004,36006.56,1.079,3600.66,485.55,0.1349,False,0.0,0.0,sent_to_garage
CLM004744,POL001615,2017-09-20,2017-09-07,2012-10-02,2013-10-02,13,Ford,Focus,Estate,vandalism,multiple,minor,online,comprehensive,False,False,True,19,175994,42,0,1,1998,,,,,,False,0.0,1.0,sent_to_garage
CLM004746,POL000206,2017-05-21,2017-04-28,2014-07-22,2015-07-22,23,Audi,A4,SUV,vandalism,roof,minor,online,comprehensive,True,True,True,3,196519,60,0,2,2014,37397.27,1.751,28421.93,1050.6,0.037,True,0.0,0.0,sent_to_garage
CLM004747,POL002503,2020-01-02,2019-12-07,2016-08-19,2017-08-19,26,Volkswagen,Passat,Estate,flood,front,moderate,online,third_party_fire_theft,False,False,True,1,33542,28,2,9,2019,28966.32,1.074,26649.01,2148.0,0.0806,True,0.0,0.0,sent_to_garage
CLM004748,POL003485,2016-02-09,2016-01-25,2013-02-25,2014-02-25,15,Mercedes,A-Class,Motorbike,flood,front,minor,direct,third_party_fire_theft,False,False,True,19,148137,21,2,4,1997,,,,,,False,0.0,0.0,sent_to_garage
CLM004749,POL004907,2021-11-03,2021-10-10,2020-04-03,2021-04-03,24,Nissan,Micra,Sedan,theft_damage,multiple,minor,broker,comprehensive,False,True,True,13,154848,39,0,7,2008,12982.16,0.779,1298.22,623.2,0.48,False,0.0,0.0,sent_to_garage
CLM004750,POL000626,2017-08-21,2017-08-08,2013-07-24,2014-07-24,13,Hyundai,i10,Motorbike,vandalism,front,minor,broker,comprehensive,False,True,True,1,100976,45,1,20,2016,12339.49,0.737,11352.33,368.5,0.0325,False,0.0,0.0,sent_to_garage
CLM004751,POL001111,2018-02-14,2018-01-26,2017-11-24,2018-11-24,19,Vauxhall,Astra,SUV,fire,roof,minor,direct,third_party_fire_theft,False,True,False,12,127321,18,1,12,2006,18702.04,0.754,1870.2,452.4,0.2419,False,0.0,1.0,sent_to_garage
CLM004752,POL002992,2017-09-15,2017-08-24,2015-08-23,2016-08-22,22,BMW,1 Series,SUV,fire,front,moderate,online,third_party,False,False,True,16,42532,34,0,8,2001,,,,,,False,0.0,1.0,sent_to_garage
CLM004753,POL002056,2017-08-25,2017-07-31,2013-01-15,2014-01-15,25,Vauxhall,Mokka,Van,theft_damage,side,moderate,app,third_party,False,True,True,14,144979,43,1,19,2003,,,,,,False,0.0,1.0,sent_to_garage
CLM004754,POL002725,2016-09-11,2016-08-14,2013-12-04,2014-12-04,28,Vauxhall,Insignia,Hatchback,vandalism,multiple,severe,app,third_party,True,True,False,13,62813,35,0,15,2003,,,,,,False,0.0,1.0,sent_to_garage
CLM004755,POL005219,2020-12-27,2020-12-24,2012-09-06,2013-09-06,3,Toyota,RAV4,Hatchback,flood,side,minor,online,third_party_fire_theft,True,True,True,19,198522,30,1,1,2001,,,,,,False,0.0,0.0,sent_to_garage
CLM004757,POL002345,2018-09-18,2018-08-28,2016-05-07,2017-05-07,21,Vauxhall,Corsa,Sedan,vandalism,front,moderate,broker,third_party,False,False,False,11,5643,39,0,0,2007,12411.59,0.685,1489.39,1370.0,0.9198,False,1.0,1.0,scrapped_by_handler
CLM004759,POL000369,2020-11-21,2020-11-21,2018-01-13,2019-01-13,0,Ford,Fiesta,Sedan,collision,multiple,moderate,app,third_party_fire_theft,True,False,False,7,53069,38,0,16,2013,12393.16,0.756,5452.99,2646.0,0.4852,False,0.0,0.0,sent_to_garage
CLM004760,POL005301,2018-04-16,2018-04-01,2015-11-14,2016-11-13,15,Mercedes,A-Class,Sedan,fire,side,moderate,broker,comprehensive,False,True,False,6,94176,22,2,17,2012,30730.38,1.838,15979.8,2757.0,0.1725,False,0.0,0.0,sent_to_garage
CLM004761,POL002833,2016-07-21,2016-06-22,2014-09-24,2015-09-24,29,Honda,HR-V,Van,fire,side,moderate,app,comprehensive,False,False,False,10,153479,33,0,0,2006,25986.28,0.908,5197.26,1362.0,0.2621,False,0.0,1.0,sent_to_garage
CLM004763,POL005207,2016-03-16,2016-03-09,2013-06-23,2014-06-23,7,Volkswagen,Passat,SUV,fire,side,moderate,phone,third_party_fire_theft,False,True,False,4,91576,42,0,2,2012,30755.89,1.053,20914.01,1579.5,0.0755,True,0.0,0.0,sent_to_garage
CLM004764,POL002865,2019-10-19,2019-10-04,2013-12-30,2014-12-30,15,Nissan,Juke,Van,collision,side,moderate,online,third_party_fire_theft,True,True,True,6,105431,18,0,2,2013,19616.67,0.831,10200.67,1246.5,0.1222,False,0.0,0.0,sent_to_garage
CLM004765,POL002476,2016-04-22,2016-03-27,2015-05-22,2016-05-21,26,Volkswagen,Golf,Van,vandalism,front,minor,direct,third_party,False,True,True,4,69835,72,0,1,2012,23761.25,1.001,16157.65,500.5,0.031,False,0.0,0.0,sent_to_garage
CLM004768,POL003217,2018-11-27,2018-11-03,2016-12-22,2017-12-22,24,Nissan,Micra,Van,fire,rear,minor,broker,third_party,False,True,True,6,130209,34,1,15,2012,13625.8,0.779,7085.42,350.55,0.0495,False,0.0,0.0,sent_to_garage
CLM004769,POL001211,2018-10-27,2018-10-02,2015-08-15,2016-08-14,25,Honda,Jazz,Van,theft_damage,rear,minor,broker,third_party_fire_theft,True,False,False,20,184569,44,0,9,1998,,,,,,False,0.0,0.0,sent_to_garage
CLM004770,POL004006,2021-01-30,2021-01-26,2020-08-26,2021-08-26,4,Nissan,Leaf,Hatchback,collision,front,moderate,app,third_party,True,False,True,6,100073,34,0,12,2015,31482.23,0.972,16370.76,1944.0,0.1187,False,0.0,0.0,sent_to_garage
CLM004771,POL003637,2020-07-08,2020-07-08,2014-01-18,2015-01-18,0,Hyundai,i10,SUV,fire,side,moderate,broker,third_party,False,True,True,8,5767,50,1,20,2012,12532.56,0.746,4511.72,1119.0,0.248,False,0.0,0.0,sent_to_garage
CLM004772,POL002244,2019-06-08,2019-06-07,2012-04-24,2013-04-24,1,BMW,3 Series,Hatchback,collision,front,minor,online,third_party_fire_theft,True,False,False,9,121791,49,1,13,2010,36473.4,1.764,10212.55,882.0,0.0864,False,0.0,0.0,sent_to_garage
CLM004773,POL000025,2019-04-17,2019-04-13,2015-01-26,2016-01-26,4,Nissan,Juke,SUV,theft_damage,side,severe,direct,comprehensive,False,True,False,18,45178,17,0,19,2001,,,,,,False,1.0,1.0,scrapped_by_handler
CLM004774,POL002522,2017-09-08,2017-08-17,2015-01-09,2016-01-09,22,Hyundai,i20,Motorbike,fire,multiple,minor,phone,third_party,False,True,False,10,30755,61,2,5,2007,16004.6,0.78,3200.92,624.0,0.1949,False,0.0,1.0,sent_to_garage
CLM004775,POL000035,2018-04-04,2018-03-23,2017-02-19,2018-02-19,12,Ford,Kuga,SUV,vandalism,multiple,severe,broker,comprehensive,False,True,True,13,195837,53,1,18,2005,26889.53,0.905,2688.95,7240.0,2.0,False,1.0,1.0,scrapped_by_handler
CLM004776,POL000424,2021-04-08,2021-03-18,2017-11-22,2018-11-22,21,Vauxhall,Mokka,Hatchback,theft_damage,multiple,severe,online,third_party,False,True,False,2,5241,52,3,10,2019,22535.92,0.777,18930.17,6216.0,0.3284,True,0.0,1.0,sent_to_garage
CLM004779,POL001557,2020-08-24,2020-08-01,2016-08-23,2017-08-23,23,Volkswagen,Tiguan,Estate,collision,multiple,minor,broker,third_party_fire_theft,False,False,True,15,175936,17,1,4,2005,35217.6,1.074,3521.76,859.2,0.244,False,0.0,0.0,sent_to_garage
CLM004781,POL001743,2021-04-29,2021-04-20,2016-09-06,2017-09-06,9,Ford,Focus,Estate,fire,rear,severe,online,comprehensive,False,True,True,1,24866,40,2,19,2020,17204.94,0.79,15828.54,3555.0,0.2246,False,0.0,0.0,sent_to_garage
CLM004782,POL006801,2019-03-17,2019-03-01,2013-12-27,2014-12-27,16,Mercedes,C-Class,Estate,fire,front,moderate,direct,third_party_fire_theft,True,True,False,6,131441,51,2,2,2013,40474.86,1.848,21046.93,3696.0,0.1756,True,0.0,1.0,sent_to_garage
CLM004783,POL005175,2019-03-07,2019-02-21,2017-07-08,2018-07-08,14,Ford,Focus,Hatchback,flood,multiple,severe,online,third_party,False,True,True,7,20972,22,3,7,2012,17351.63,0.781,7634.72,6248.0,0.8184,False,0.0,1.0,sent_to_garage
CLM004784,POL003306,2020-09-01,2020-08-22,2019-08-01,2020-07-31,10,Volkswagen,Passat,Estate,collision,side,moderate,phone,third_party,False,False,True,8,16705,30,1,11,2012,30755.89,1.053,11072.12,1579.5,0.1427,False,0.0,0.0,sent_to_garage
CLM004785,POL006038,2018-10-08,2018-09-19,2013-10-02,2014-10-02,19,Audi,A3,Motorbike,theft_damage,rear,moderate,direct,third_party_fire_theft,False,False,True,3,151881,37,0,4,2015,30630.74,1.787,23279.36,3216.6,0.1382,True,0.0,0.0,sent_to_garage
CLM004787,POL001801,2017-08-31,2017-08-06,2016-07-22,2017-07-22,25,BMW,1 Series,Hatchback,collision,side,moderate,app,comprehensive,False,False,True,5,74007,47,1,17,2012,26669.61,1.706,16001.77,2559.0,0.1599,False,0.0,0.0,sent_to_garage
CLM004788,POL004233,2016-06-28,2016-06-28,2012-09-06,2013-09-06,0,Hyundai,i20,Van,flood,multiple,moderate,app,third_party,False,False,False,16,27828,64,0,16,2000,,,,,,False,0.0,1.0,sent_to_garage
CLM004789,POL000773,2020-06-02,2020-05-27,2012-02-03,2013-02-02,6,Vauxhall,Mokka,Sedan,flood,rear,moderate,app,comprehensive,False,True,False,8,109354,36,0,8,2012,22513.69,0.818,8104.93,1472.4,0.1817,False,0.0,0.0,sent_to_garage
CLM004790,POL003866,2016-08-24,2016-08-07,2015-06-08,2016-06-07,17,Volkswagen,Tiguan,SUV,theft_damage,roof,moderate,phone,third_party,False,True,True,10,140874,33,1,16,2006,35535.23,1.13,7107.05,2825.0,0.3975,False,0.0,0.0,sent_to_garage
CLM004791,POL002773,2017-09-21,2017-09-04,2016-04-21,2017-04-21,17,Nissan,Qashqai,Sedan,flood,rear,minor,app,third_party,False,True,True,8,187078,62,1,1,2009,28816.06,0.898,10373.78,404.1,0.039,False,0.0,0.0,sent_to_garage
CLM004792,POL000096,2019-05-21,2019-04-24,2013-02-28,2014-02-28,27,Ford,Mondeo,Hatchback,flood,multiple,moderate,online,third_party_fire_theft,False,True,True,13,115559,33,2,17,2006,21254.8,0.85,2125.48,2975.0,1.3997,False,1.0,1.0,scrapped_by_handler
CLM004793,POL001549,2016-01-14,2015-12-25,2014-05-29,2015-05-29,20,Toyota,Yaris,Sedan,flood,roof,minor,broker,comprehensive,False,True,True,6,189317,52,2,20,2010,15297.18,0.816,7954.53,489.6,0.0615,False,0.0,0.0,sent_to_garage
